No.,相対PASS,発行年,巻数,号数,開始ページ,終了ページ,論文タイトル,著者,file_name,HPリンク先,PDFリンク先,file_path,num_pages,llm_keywords,primary_keywords,secondary_keywords,featured_keywords,対象物,研究タイプ,対象物_根拠,研究タイプ_根拠
1113,日本醸造協会誌/89巻/3号/89_207.pdf,1994,89,3,207,211,紅麹の血圧調節作用,辻 啓介,89_207.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_207/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_207/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/3号/89_207.pdf,5,紅麹; 血圧調節作用; 循環器疾患; 高血圧; 降圧作用; gaba; ミネラルバランス; 食塩負荷; 食品開発; 紅麹味噌,紅麹; 血圧; 降圧; onascus; sh; 飼料; 色素; anka; 啓介; 士朗; 作用; 富夫; モナスコルビリン; 伸和; 庄一; ミネラル; aba; 樽井; 中川; antibiot,成分; matsuzaki; osus; umezawa; 市川; 低値; antihypertensive; 田辺; 効果; 排泄; モナスカス; beni; 阿部; 疾患; 抑制; 上昇; フェルンバッハフラスコ; 抽出; nakanisiii; 投与,紅麹; 血圧調節作用; 循環器疾患; 高血圧; 降圧作用; gaba; ミネラルバランス; 食塩負荷; 食品開発; 紅麹味噌; 血圧; 降圧; onascus; sh; 飼料; 色素; anka; 啓介; 士朗; 作用; 富夫; モナスコルビリン; 伸和; 庄一; ミネラル; aba; 樽井; 中川; antibiot; 成分; matsuzaki; osus; umezawa; 市川; 低値; antihypertensive; 田辺; 効果; 排泄; モナスカス; beni; 阿部; 疾患; 抑制; 上昇; フェルンバッハフラスコ; 抽出; nakanisiii; 投与,清酒; 味噌,健康機能・栄養効果; 醸造工程・製造技術; 応用利用・食品開発,清酒:紅麹|紅麹味噌|紅麹|紅麹|紅麹味噌; 味噌:紅麹味噌|紅麹味噌,健康機能・栄養効果:血圧調節作用|高血圧|血圧|血圧調節作用|高血圧|血圧; 醸造工程・製造技術:紅麹|紅麹味噌|紅麹|紅麹|紅麹味噌; 応用利用・食品開発:食品開発|食品開発
1114,日本醸造協会誌/89巻/3号/89_212.pdf,1994,89,3,212,216,微生物特許について (I),佐伯 裕子,89_212.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_212/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_212/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/3号/89_212.pdf,5,特許権; 発明; 特許出願; 秘密裏; 公表; 権利譲渡; 侵害; 防衛的側面; 審査請求; 国際特許分類,発明; 公報; 出願; 審査; 権利; 自分; ウォッチング; サーチ; 公告; 拒絶; 公表; 生物; pc; 査定; 請求; 分類; 他人; 侵害; 実施; 生き物,自体; 独占; 抵触; 審判; 異議; 賠償; 商用; chakrabart; 行為; 寄託; 発表; microorganism; 相手; 洩れ; 記載; li; 範囲; 秘密; 申立; examination,特許権; 発明; 特許出願; 秘密裏; 公表; 権利譲渡; 侵害; 防衛的側面; 審査請求; 国際特許分類; 公報; 出願; 審査; 権利; 自分; ウォッチング; サーチ; 公告; 拒絶; 生物; pc; 査定; 請求; 分類; 他人; 実施; 生き物; 自体; 独占; 抵触; 審判; 異議; 賠償; 商用; chakrabart; 行為; 寄託; 発表; microorganism; 相手; 洩れ; 記載; li; 範囲; 秘密; 申立; examination,その他（対象物）,その他（研究タイプ）,,
1115,日本醸造協会誌/89巻/3号/89_217.pdf,1994,89,3,217,222,吟醸酒と鑑評会,篠田 次郎,89_217.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_217/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_217/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/3号/89_217.pdf,6,吟醸酒; 鑑評会; 市場拡大; 石川弥八郎賞; 日本酒; 品質; 消費者嗜好; 全国新酒鑑評会; 品評会; 審査,吟醸; 鑑評; 品質; 品評; 審査; 金賞; オアシス; 酒蔵; 篠田; 出品; 次郎; 調査; 全国; 遊び; 公開; 昭和; ウイスキー; 市販; 醸造; 新酒,受賞; アンケート; 酒づくり; コップ; 弥八郎; 参加; 試験; 受け皿; 楽しい; イテム; 例会; shinoda; 商品; 水割り; 受益; 明治; 持参; 引き受ける; 業界; 知っ,吟醸酒; 鑑評会; 市場拡大; 石川弥八郎賞; 日本酒; 品質; 消費者嗜好; 全国新酒鑑評会; 品評会; 審査; 吟醸; 鑑評; 品評; 金賞; オアシス; 酒蔵; 篠田; 出品; 次郎; 調査; 全国; 遊び; 公開; 昭和; ウイスキー; 市販; 醸造; 新酒; 受賞; アンケート; 酒づくり; コップ; 弥八郎; 参加; 試験; 受け皿; 楽しい; イテム; 例会; shinoda; 商品; 水割り; 受益; 明治; 持参; 引き受ける; 業界; 知っ,清酒,歴史・文化・経済; 品質評価・官能評価; 醸造工程・製造技術,清酒:吟醸酒|日本酒|吟醸|酒蔵|吟醸酒|日本酒,歴史・文化・経済:市場拡大|消費者嗜好|市場拡大|消費者嗜好; 品質評価・官能評価:品質|品質|品質; 醸造工程・製造技術:醸造|醸造
1116,日本醸造協会誌/89巻/3号/89_223.pdf,1994,89,3,223,223,お答えします,岡崎 直人,89_223.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_223/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_223/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/3号/89_223.pdf,1,製麹管理; 菌体増殖; モニタリング; オンライン計測; キチン; n-アセチルグルコサミン; 呼吸量; 近赤外分光法; 静電容量; センサー,センサー; 赤外; 菌体; 増殖; 細胞; ライン; 分解; 製麹; キチン; オン; モニタリング; 成分; 選果; トセンシング; 計測; レクトロニクス; 糖度; 目ざまし; ガス; 静電,可能; 酵母; 変化; ベンズアルデヒド; リモー; 当て; 例えば; 実用; コンデンサー; 教え; 検出; モート; 挾ま; センシング; 発生; キチナーゼ; 蒸米; 加水; グルコサミン; 酵素,製麹管理; 菌体増殖; モニタリング; オンライン計測; キチン; n-アセチルグルコサミン; 呼吸量; 近赤外分光法; 静電容量; センサー; 赤外; 菌体; 増殖; 細胞; ライン; 分解; 製麹; オン; 成分; 選果; トセンシング; 計測; レクトロニクス; 糖度; 目ざまし; ガス; 静電; 可能; 酵母; 変化; ベンズアルデヒド; リモー; 当て; 例えば; 実用; コンデンサー; 教え; 検出; モート; 挾ま; センシング; 発生; キチナーゼ; 蒸米; 加水; グルコサミン; 酵素,清酒; 酵母・微生物; 農産物・果実,醸造工程・製造技術,清酒:製麹管理|製麹|製麹管理|製麹; 酵母・微生物:細胞|酵母|細胞|酵母; 農産物・果実:蒸米|蒸米,醸造工程・製造技術:製麹管理|製麹|蒸米|製麹管理|製麹|蒸米
1117,日本醸造協会誌/89巻/3号/89_224.pdf,1994,89,3,224,224,やちや酒造,神谷 ますみ,89_224.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_224/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_224/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/3号/89_224.pdf,1,増改築; 金沢都市美文化賞; nhk; 歌謡ホール; 銀河テレビ小説; 酒造業物語; ドラマ舞台; 視聴率; 加賀鶴宴の会; 金沢,金沢; 加賀; 文次郎; 谷内; 神谷; 当社; 拝受; 美意子; 用達; 放映; 感謝; 酒造; 問屋; 増改築; 酒井; 生ん; 視聴; 石川; 金賞; 肥料,前田; 守り継ぐ; テレビ; 酒造り; 末広がり; 孫兵衛; 囲炉裏; 紅一点; 仁右衛門; 舞台; 栄次郎; 小説; まさ子; 舌ざわり; 祝い事; 残し; 思い出さ; 建物; 硯箱; 斉泰,増改築; 金沢都市美文化賞; nhk; 歌謡ホール; 銀河テレビ小説; 酒造業物語; ドラマ舞台; 視聴率; 加賀鶴宴の会; 金沢; 加賀; 文次郎; 谷内; 神谷; 当社; 拝受; 美意子; 用達; 放映; 感謝; 酒造; 問屋; 酒井; 生ん; 視聴; 石川; 金賞; 肥料; 前田; 守り継ぐ; テレビ; 酒造り; 末広がり; 孫兵衛; 囲炉裏; 紅一点; 仁右衛門; 舞台; 栄次郎; 小説; まさ子; 舌ざわり; 祝い事; 残し; 思い出さ; 建物; 硯箱; 斉泰,清酒,歴史・文化・経済,清酒:酒造業物語|酒造|酒造り|酒造業物語|酒造|酒造り,歴史・文化・経済:金沢都市美文化賞|金沢都市美文化賞
1118,日本醸造協会誌/89巻/3号/89_229.pdf,1994,89,3,229,233,乳酸生産酵母の検索と乳酸生成の特徴,吉沢 淑; 柳田 章; 角田 潔和; 小泉 武夫,89_229.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_229/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_229/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/3号/89_229.pdf,5,焼酎麹菌; 清酒醸造; クエン酸; 酵母; 乳酸; アルコール; 酵素活性; 嫌気培養; 好気培養; pea,pea; 乳酸; ld; 酵母; an; 培養; ad; phenethyl; dehydrogenase; pd; incubated; アルコール; hr; 菌体; stational; 酸度; gyp; thermotolerans; glucose; alcohol,of; 生成; 活性; shaking; and; lactic; 好気; kluyveromyces; aerobically; yeast; 条件; in; エタノール; bergmeyer; medium; erans; growth; fermentation; strain; mmol,焼酎麹菌; 清酒醸造; クエン酸; 酵母; 乳酸; アルコール; 酵素活性; 嫌気培養; 好気培養; pea; ld; an; 培養; ad; phenethyl; dehydrogenase; pd; incubated; hr; 菌体; stational; 酸度; gyp; thermotolerans; glucose; alcohol; of; 生成; 活性; shaking; and; lactic; 好気; kluyveromyces; aerobically; yeast; 条件; in; エタノール; bergmeyer; medium; erans; growth; fermentation; strain; mmol,酵母・微生物; アルコール飲料; 清酒; 焼酎,醸造工程・製造技術; 成分分析・物性評価,酵母・微生物:焼酎麹菌|酵母|酵母|焼酎麹菌|酵母; アルコール飲料:アルコール|アルコール|エタノール|アルコール|エタノール; 清酒:焼酎麹菌|清酒醸造|焼酎麹菌|清酒醸造; 焼酎:焼酎麹菌|焼酎麹菌,醸造工程・製造技術:焼酎麹菌|清酒醸造|焼酎麹菌|清酒醸造; 成分分析・物性評価:酸度|酸度
1119,日本醸造協会誌/89巻/3号/89_234.pdf,1994,89,3,234,240,白麹菌の梗子配列について,田邊 幾之助; 園本 容子; 神守 薫; 上戸 理志,89_234.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_234/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_234/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/3号/89_234.pdf,7,白麹菌; 梗子配列; 異型複列梗子; 分岐型梗子; 二段梗子; aspergillus; awamori; kawaχi; 生理的性質; 亜硝酸塩資化性; 焼酎醸造,梗子; alides; alide; セプタ; jointed; biseriate; conidial; ak; heteroty; of; molds; kawa; awamori; フィア; ori; metula; branched; リド; heads; aw,var; 配列; growth; swollen; トレ; 分離; properties; 田邊; uchuensi; white; arrangement; physiological; cal; 黒麹; 分生; 分岐; iam; メトレ; koji; 性質,白麹菌; 梗子配列; 異型複列梗子; 分岐型梗子; 二段梗子; aspergillus; awamori; kawaχi; 生理的性質; 亜硝酸塩資化性; 焼酎醸造; 梗子; alides; alide; セプタ; jointed; biseriate; conidial; ak; heteroty; of; molds; kawa; フィア; ori; metula; branched; リド; heads; aw; var; 配列; growth; swollen; トレ; 分離; properties; 田邊; uchuensi; white; arrangement; physiological; cal; 黒麹; 分生; 分岐; iam; メトレ; koji; 性質,清酒; 酵母・微生物; 焼酎,醸造工程・製造技術,清酒:白麹菌|白麹菌|黒麹|黒麹|白麹菌|白麹菌; 酵母・微生物:白麹菌|aspergillus|白麹菌|aspergillus; 焼酎:焼酎醸造|焼酎醸造,醸造工程・製造技術:白麹菌|焼酎醸造|黒麹|白麹菌|焼酎醸造|黒麹
1120,日本醸造協会誌/89巻/3号/89_241.pdf,1994,89,3,241,243,吟醸酒用原料米の調査結果,末成 和夫; 三上 隆司; 三田村 博敏; 土屋 義信,89_241.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_241/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/3/89_3_241/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/3号/89_241.pdf,3,吟醸酒用原料米; 形状分布; 重量分布; 精米; 白米; 玄米; 山田錦; 自動測定装置; 精米歩合; 中心重,精米; unpolished; thickness; rice; polished; polishing; width; 白米; length; 玄米; ratio; summed; loss; grains; of; apparent; true; ranked; shape; 歩合,average; sample; frequency; the; 及び; up; 重量; 削り取ら; 形状; 見掛け; tabl; 削り; 無効; 変動; 係数; samples; that; appar; recognized; hiroshima,吟醸酒用原料米; 形状分布; 重量分布; 精米; 白米; 玄米; 山田錦; 自動測定装置; 精米歩合; 中心重; unpolished; thickness; rice; polished; polishing; width; length; ratio; summed; loss; grains; of; apparent; true; ranked; shape; 歩合; average; sample; frequency; the; 及び; up; 重量; 削り取ら; 形状; 見掛け; tabl; 削り; 無効; 変動; 係数; samples; that; appar; recognized; hiroshima,農産物・果実; 清酒,成分分析・物性評価,農産物・果実:吟醸酒用原料米|精米|白米|玄米|精米歩合|精米; 清酒:吟醸酒用原料米|山田錦|吟醸酒用原料米|山田錦,成分分析・物性評価:自動測定装置|自動測定装置
1121,日本醸造協会誌/89巻/4号/89_249.pdf,1994,89,4,249,249,新しい微生物群に可能性を期待する,伊崎 和夫,89_249.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_249/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_249/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_249.pdf,1,微生物; 醗酵; 酵素; アミノ酸; ヌクレオチド; 応用微生物学; 生理活性物質; スクリーニング; 光合成細菌; 粘液細菌,ヌクレオチド; 特種; 細菌; 新しい; ロング; 生物; スクリー; 抗生; ントラサイクリノン; 単離; 物質; 素晴らしい; 滑走; 酵学; 合成; プロテアーゼ; 生理; 東北; 活性; アミラーゼ,発見; 酵素; コラゲナーゼ; frat; ポリエン; レンネット; 青かび; ヌクレアーゼ; メタル; 教室; 東京; euri; 余る; スクリーニング; 素晴らし; バロン; 田村; ーマ; 思う; 粘液,微生物; 醗酵; 酵素; アミノ酸; ヌクレオチド; 応用微生物学; 生理活性物質; スクリーニング; 光合成細菌; 粘液細菌; 特種; 細菌; 新しい; ロング; 生物; スクリー; 抗生; ントラサイクリノン; 単離; 物質; 素晴らしい; 滑走; 酵学; 合成; プロテアーゼ; 生理; 東北; 活性; アミラーゼ; 発見; コラゲナーゼ; frat; ポリエン; レンネット; 青かび; ヌクレアーゼ; メタル; 教室; 東京; euri; 余る; 素晴らし; バロン; 田村; ーマ; 思う; 粘液,酵母・微生物,微生物・遺伝子関連; 応用利用・食品開発,酵母・微生物:微生物|応用微生物学|微生物|応用微生物学,微生物・遺伝子関連:微生物|応用微生物学|微生物|応用微生物学; 応用利用・食品開発:応用微生物学|応用微生物学
1122,日本醸造協会誌/89巻/4号/89_250.pdf,1994,89,4,250,255,焼酎の商品知識 (I),西谷 尚道,89_250.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_250/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_250/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_250.pdf,6,焼酎; 蒸留酒; 歴史; 中国; タイ国; 琉球; 泡盛; 鹿児島; 麹; 酒税法,沖縄; スピリッツ; 泡盛; 諸島; 甲類; 鹿児島; 酒税; 中葉; アルコール; 伝播; 黒糖; 造ら; 醸造; 分類; スチル; 島民; 甘藷; リッツ; 奄美; ホワイト,穀類; 単式; 昭和; 及び; 本格; 粕取り; 生れ; 趣味; ワイト; 称する; 伝来; 区別; 大島; 中国; 琉球; 発酵; 茅台; アジア; ウオッカ; 使用,焼酎; 蒸留酒; 歴史; 中国; タイ国; 琉球; 泡盛; 鹿児島; 麹; 酒税法; 沖縄; スピリッツ; 諸島; 甲類; 酒税; 中葉; アルコール; 伝播; 黒糖; 造ら; 醸造; 分類; スチル; 島民; 甘藷; リッツ; 奄美; ホワイト; 穀類; 単式; 昭和; 及び; 本格; 粕取り; 生れ; 趣味; ワイト; 称する; 伝来; 区別; 大島; 発酵; 茅台; アジア; ウオッカ; 使用,焼酎; 清酒; 農産物・果実; アルコール飲料,醸造工程・製造技術; 歴史・文化・経済,焼酎:焼酎|泡盛|泡盛|焼酎|泡盛; 清酒:麹|麹; 農産物・果実:甘藷|甘藷; アルコール飲料:アルコール|アルコール,醸造工程・製造技術:蒸留酒|麹|醸造|発酵|蒸留酒|麹; 歴史・文化・経済:歴史|歴史
1123,日本醸造協会誌/89巻/4号/89_256.pdf,1994,89,4,256,261,玄米に含まれる双頭型酵素インヒビターの特性,大坪 研一; 清水 博之; 福井 希一,89_256.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_256/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_256/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_256.pdf,6,酵素阻害タンパク質; 種子; 米; プロテアーゼインヒビター; オリザシスタチン; 貯穀害虫; コクヌストモドキ; アミラーゼ; 阻害活性; ph,rasi; タンパク; 種子; rsi; アミラーゼ; ズブチリシンインヒビター; 阻害; 酵素; アミラーゼズブチリシンインヒビター; インヒビター; 害虫; プロテアーゼ; 米糠; ph; 活性; イネ; 登熟; トリプシン; richardson; スポラミン,caraw; 内在; 発芽; 抗体; 緩衝; イムノドットプロッティング; イムノドットブロッティング; ミラクリン; ズブチリシン; リシン; ohtsubo; マメ; キモトリプシン; コクヌストモドキアミラーゼ; オリザシスタチン; tashiro; 完熟; トリプトシンインヒビタ; エスタンプロッティング; cast,酵素阻害タンパク質; 種子; 米; プロテアーゼインヒビター; オリザシスタチン; 貯穀害虫; コクヌストモドキ; アミラーゼ; 阻害活性; ph; rasi; タンパク; rsi; ズブチリシンインヒビター; 阻害; 酵素; アミラーゼズブチリシンインヒビター; インヒビター; 害虫; プロテアーゼ; 米糠; 活性; イネ; 登熟; トリプシン; richardson; スポラミン; caraw; 内在; 発芽; 抗体; 緩衝; イムノドットプロッティング; イムノドットブロッティング; ミラクリン; ズブチリシン; リシン; ohtsubo; マメ; キモトリプシン; コクヌストモドキアミラーゼ; tashiro; 完熟; トリプトシンインヒビタ; エスタンプロッティング; cast,農産物・果実; 副産物・バイオマス,その他（研究タイプ）,農産物・果実:種子|米|種子|米糠|米糠|種子; 副産物・バイオマス:米糠|米糠,
1124,日本醸造協会誌/89巻/4号/89_262.pdf,1994,89,4,262,268,酒流通業界の大構造変革と清酒業の対応戦略 (II),宮川 東一,89_262.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_262/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_262/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_262.pdf,7,酒販店; 酒ds; cvs; 専門店; 中間派; 自販機屋; 酒類問屋; nbメーカー; lbメーカー; 流通,問屋; cvs; 酒販; 戦略; lb; カー; チャネル; 市場; メーカー; 価格; 作戦; 地元; 商品; 販売; 業態; 品質; 変革; 全国; 機屋; シェア,自販; 対応; 進出; コスト; 利益; 店主; 地域; サービス; 再生; 在来; 酒問屋; ブランド; 有力; 主婦; 品揃え; 小売; スーパー; 取引; マーケティング; 企画,酒販店; 酒ds; cvs; 専門店; 中間派; 自販機屋; 酒類問屋; nbメーカー; lbメーカー; 流通; 問屋; 酒販; 戦略; lb; カー; チャネル; 市場; メーカー; 価格; 作戦; 地元; 商品; 販売; 業態; 品質; 変革; 全国; 機屋; シェア; 自販; 対応; 進出; コスト; 利益; 店主; 地域; サービス; 再生; 在来; 酒問屋; ブランド; 有力; 主婦; 品揃え; 小売; スーパー; 取引; マーケティング; 企画,その他（対象物）,歴史・文化・経済; 品質評価・官能評価,,歴史・文化・経済:流通|市場|ブランド|マーケティング|流通|市場; 品質評価・官能評価:品質|品質
1125,日本醸造協会誌/89巻/4号/89_269.pdf,1994,89,4,269,275,味噌製造工場における乳酸菌利用の実例,大西 邦男; 田中 直樹,89_269.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_269/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_269/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_269.pdf,7,乳酸菌; 味噌; 醸造; 機能; 菌株; 淡色化; 培養; 保存; 品質; 酵素,乳酸; 培養; tk; ph; 菌株; 生菌; 淡色; 保存; 菌数; グルコース; 品質; 生成; 添加; 機能; 着色; 酵素; 初発; 発酵; 醸造; 工場,利用; 変え; 低温; 信州; 与える; 濃度; 培地; 酸臭; 仕込み; 選択; kanbe; 新規; 期間; 明度; 充分; 性質; 今井; 低下; 変化; 示す,乳酸菌; 味噌; 醸造; 機能; 菌株; 淡色化; 培養; 保存; 品質; 酵素; 乳酸; tk; ph; 生菌; 淡色; 菌数; グルコース; 生成; 添加; 着色; 初発; 発酵; 工場; 利用; 変え; 低温; 信州; 与える; 濃度; 培地; 酸臭; 仕込み; 選択; kanbe; 新規; 期間; 明度; 充分; 性質; 今井; 低下; 変化; 示す,酵母・微生物; 味噌,醸造工程・製造技術; 保存・安定性; 品質評価・官能評価; 微生物・遺伝子関連; 応用利用・食品開発,酵母・微生物:乳酸菌|菌株|菌株|乳酸菌|菌株; 味噌:味噌|味噌,醸造工程・製造技術:醸造|発酵|醸造|醸造|発酵; 保存・安定性:保存|保存|保存; 品質評価・官能評価:品質|品質|品質; 微生物・遺伝子関連:菌株|菌株|菌株; 応用利用・食品開発:利用|利用
1126,日本醸造協会誌/89巻/4号/89_276.pdf,1994,89,4,276,297,平成5年度における酒類の研究業績,編集部,89_276.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_276/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_276/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_276.pdf,22,酒類研究; 清酒; 焼酎; ワイン; ビール; 酵母; 麹; 醸造方法; 分析; 特許,酵母; 醸協; ferment; biotech; bioeng; アルコール; aspergillus; 製麹; biochem; ワイン; of; biosci; and; 及び; 処理; 製造; 発酵; 試験; 醸造; 生産,アミラーゼ; 酵素; saccharom; aspergi; saccharomyces; cerevisiae; 変異; 活性; グルタチオン; 青戸; ビール; characterization; 細胞; 用い; oryzae; us; 培養; 精米; グルコアミラーゼ; purification,酒類研究; 清酒; 焼酎; ワイン; ビール; 酵母; 麹; 醸造方法; 分析; 特許; 醸協; ferment; biotech; bioeng; アルコール; aspergillus; 製麹; biochem; of; biosci; and; 及び; 処理; 製造; 発酵; 試験; 醸造; 生産; アミラーゼ; 酵素; saccharom; aspergi; saccharomyces; cerevisiae; 変異; 活性; グルタチオン; 青戸; characterization; 細胞; 用い; oryzae; us; 培養; 精米; グルコアミラーゼ; purification,酵母・微生物; 清酒; ビール; ワイン; 焼酎,醸造工程・製造技術; 成分分析・物性評価,酵母・微生物:酵母|酵母|aspergillus|saccharomyces|cerevisiae|細胞; 清酒:清酒|麹|製麹|清酒|麹|製麹; ビール:ビール|ビール|ビール; ワイン:ワイン|ワイン|ワイン; 焼酎:焼酎|焼酎,醸造工程・製造技術:麹|醸造方法|製麹|製造|発酵|醸造; 成分分析・物性評価:分析|分析
1127,日本醸造協会誌/89巻/4号/89_298.pdf,1994,89,4,298,305,微生物特許について (II),佐伯 裕子,89_298.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_298/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/4/89_4_298/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/89巻/4号/89_298.pdf,8,微生物; 特許; 発明; 明細書; 寄託制度; 再現性; 遺伝子組換え; 化学物質製造法; 権利範囲; 裁判例,寄託; 発明; 生物; 明細; 出願; 記載; トレプトマイセス; 範囲; 請求; 判決; 権利; テトラサイクリン; 事件; 細書; 菌株; 属する; ecor; 物質; 新規; 審査,制度; 培養; 公平; セス; ser; 入手; 書中; 争わ; クロル; 酵母; 分類; 自体; 製造; 再現; サツカロマイセス; 先願; 特徴; 変異; 性質; グルタミクス,微生物; 特許; 発明; 明細書; 寄託制度; 再現性; 遺伝子組換え; 化学物質製造法; 権利範囲; 裁判例; 寄託; 生物; 明細; 出願; 記載; トレプトマイセス; 範囲; 請求; 判決; 権利; テトラサイクリン; 事件; 細書; 菌株; 属する; ecor; 物質; 新規; 審査; 制度; 培養; 公平; セス; ser; 入手; 書中; 争わ; クロル; 酵母; 分類; 自体; 製造; 再現; サツカロマイセス; 先願; 特徴; 変異; 性質; グルタミクス,酵母・微生物,微生物・遺伝子関連; 醸造工程・製造技術,酵母・微生物:微生物|菌株|酵母|微生物|菌株|酵母,微生物・遺伝子関連:微生物|遺伝子組換え|菌株|微生物|遺伝子組換え|菌株; 醸造工程・製造技術:化学物質製造法|製造|化学物質製造法|製造
