src,dst,weight
nan,阻害活性,22
エチル,官能評価,22
nan,製品,22
nan,平均,22
nan,エチルアルコール,22
shochu,the,22
品質,醸造,22
nan,麦焼酎,22
nan,減少,22
nan,観察,22
日本酒,清酒,22
nan,potato,22
アメリカ,日本酒,22
nan,韓国,22
nan,確認,22
and,乳酸,22
rice,清酒,22
要旨,黄酒,22
清酒,香気成分,22
焼酎,蒸留,22
nan,米国,22
清酒,麹菌,22
nan,酒造適性,22
細胞内,酵母,22
nan,メチル,21
日本酒,昭和,21
味噌,味噌汁,21
nan,山東,21
発現,酵母,21
nan,製造技術,21
2020,nan,21
焼酎,蒸留酒,21
nan,トン,21
nan,反応,21
発酵食品,麹菌,21
カプロン,香気成分,21
nan,分類,21
nan,酢酸発酵,21
nan,日本人,21
ワイン,品種,21
nan,時間,21
nan,乳酸発酵,21
nan,ビタミン,21
rice,白米,21
天皇,日本書紀,21
oryzae,活性,21
乳酸菌,発酵,21
日本,焼酎,21
acid,乳酸菌,21
カプロン,酢酸,21
nan,揮発性成分,21
味噌,発酵食品,21
nan,火入,21
ワイン,市場,21
発酵,製造方法,21
and,乳酸菌,21
歴史,発酵,21
nan,酒造用原料米,21
日本酒,蔵元,21
中国白酒,黄酒,21
吟醸酒,日本酒,21
四川,訳者注,21
nan,セルロース,21
日本,歴史,21
nan,明治,21
oryzae,醤油,21
中国醸造雑誌,白酒,21
the,酸度,21
nan,ワイナリー,21
the,試料,21
中国白酒,白酒,21
nan,バイオマス,21
品質,酵母,21
含量,白酒,21
清酒,酒類,21
Saccharomyces,遺伝子,21
ビール,酒類,21
mash,the,21
lactis,nan,21
nan,バンド,21
清酒酵母,遺伝子,21
機能性,発酵食品,21
cerevisiae,発酵,21
nan,エネルギー,21
カプロン酸エチル,酵母,20
ワイン,訳者注,20
微生物,麹菌,20
原料米,清酒,20
nan,消費,20
世界,日本,20
焼酎,酵母,20
全国新酒鑑評会,出品酒,20
nan,フルフラール,20
親株,酵母,20
the,芋焼酎,20
nan,ワイ,20
nan,減塩,20
nan,投与,20
the,yeast,20
and,培地,20
nan,味,20
nan,含有量,20
リンゴ,酵母,20
nan,コー,20
nan,老香,20
nan,産地,20
nan,sweet,20
nan,フェルラ酸,20
Fig,濃度,20
nan,イソフラボン,20
nan,スターター,20
サンプル,官能評価,20
nan,酵素消化性,20
nan,エキス,20
乳酸菌,分離,20
焼酎,酒類,20
oryzae,酵母,20
清酒,酒粕,20
活性,酵素活性,20
and,shochu,20
分離,培地,20
nan,納豆,20
ワイ,ワイン,20
アミロペクチン,デンプン,20
乳酸菌,添加,20
文化,日本酒,20
nan,醸造酵母,20
日本,清酒,20
nan,作用,20
nan,試験区,20
発酵,酒類,20
カプロン,清酒,20
発酵,遺伝子,20
日本酒,日本食,20
nan,被験者,19
nan,環境,19
レストラン,日本酒,19
発酵,麹,19
発酵,麹菌,19
nan,コロニー,19
acid,sake,19
nan,醤香型白酒,19
sake,酵母,19
nan,寄与,19
nan,吟醸香,19
nan,飼料,19
グルテリン,タンパク,19
nan,成分分析,19
ワイン,世界,19
伝統,日本酒,19
nan,センサー,19
nan,イメージ,19
nan,セルラーゼ,19
nan,調味料,19
ワイン,海外,19
ワイン,黄酒,19
nan,変異,19
Total,nan,19
nan,リン,19
nan,豆乳,19
nan,白麹菌,19
nan,グルコアミラーゼ,19
品種,山田錦,19
山田錦,清酒,19
エステル,四川,19
nan,清酒中,19
歴史,焼酎,19
培養,発酵,19
nan,貴陽,19
nan,コレステロール,19
日本酒,発酵,19
nan,バイオエタノール,19
lactis,乳酸菌,19
エチル,焼酎,19
nan,スパークリングワイン,19
and,濃度,19
nan,サケ,19
官能評価,焼酎,19
アメリカ,輸出,19
ACE,阻害活性,19
品質,日本酒,19
アミノ,醤油,19
添加,酵母,19
nan,閾値,19
2022,nan,19
nan,活動,19
the,有機酸,19
yeast,酵母,19
日本酒,歴史,19
nan,精白米,19
酵母,醤油,19
nan,物質,19
ゲノム,酵母,19
写真,日本,19
nan,抗酸化性,19
味噌,食品,19
原料,焼酎,19
and,rice,19
写真,輸出,19
the,カプロン酸エチル,19
nan,システム,18
乳酸,乳酸菌,18
nan,クエン酸,18
乳酸菌,生育,18
nan,食物繊維,18
酢酸菌,食酢,18
nan,甲州,18
商品,日本酒,18
億元,白酒,18
メーカー,日本酒,18
nan,カルバミン,18
nan,経路,18
発酵食品,醤油,18
rice,デンプン,18
nan,時代,18
研究,麹菌,18
Table,and,18
日本食,輸出,18
nan,平均値,18
ヒスタミン,醤油,18
スパークリングワイン,ワイン,18
中国,発酵,18
moromi,nan,18
アミノ酸,清酒,18
YPD,nan,18
nan,グルタミン酸,18
ワイン,中国醸造雑誌,18
nan,酒税法,18
and,焼酎,18
微生物,食品,18
nan,工場,18
サケ,日本酒,18
nan,魚醤油,18
nan,醸造特性,18
and,was,18
and,sake,18
Fig,焼酎,18
nan,清酒製造,18
培養,酵母,18
nan,食品添加物,18
泡盛,焼酎,18
rice,上用,18
発酵,研究,18
for,nan,18
nan,販売,18
nan,情報,18
nan,年度,18
DMTS,清酒,18
nan,アジア,18
日本,韓国,18
清酒,清酒中,18
nan,機能性成分,18
清酒,測定,18
NaCl,nan,18
古事記,日本書紀,18
日本,日本食,18
TCA,nan,18
the,玉置,18
焼酎,麦焼酎,18
nan,老化,18
ラット,摂取,18
スクリーニング,白酒,18
酒母,酵母,18
和食,日本酒,18
nan,有意差,18
発酵,醤油,18
oryzae,ゲノム,18
ワイン,焼酎,18
焼酎,輸出,18
増加,清酒,18
四川,白酒中,18
ブドウ,品種,18
alcohol,nan,18
官能評価,酢酸,18
nan,リナロール,18
nan,オフフレーバー,18
nan,古事記,18
nan,出来,18
出品酒,酒質,18
nan,生成量,18
発現,発酵,18
Fig,乳酸菌,18
清酒,白米,17
ビール,成分,17
the,添加,17
清酒,結果,17
微生物,製造方法,17
レストラン,日本,17
nan,抗酸化能,17
DMDS,nan,17
味噌,発酵,17
nan,製法,17
2018,nan,17
nan,女性,17
2011,nan,17
遺伝子,醤油,17
プロテアーゼ,麹菌,17
清酒,酢酸,17
001,nan,17
nan,ソムリエ,17
解析,酵母,17
nan,米酒,17
DMDS,DMTS,17
古事記,天皇,17
アルコール,発酵,17
ブランド,日本酒,17
日本酒,日本酒業界,17
製造方法,麹菌,17
微生物,醤油,17
機能性,麹菌,17
平成,清酒,17
Ethyl,the,17
サンプル,白酒,17
ワイン,含量,17
五百万石,山田錦,17
伝統,歴史,17
the,酒質,17
TBA,nan,17
アミノ,遊離,17
伝統,飲酒,17
nan,高級,17
nan,発酵技術,17
ソムリエ,日本酒,17
分離,清酒,17
nan,体重,17
健康,酵母,17
nan,プロセス,17
Fig,香気成分,17
nan,菌体量,17
Aspergillus,遺伝子,17
2016,nan,17
エチル,四川,17
含量,香気成分,17
生産,発酵,17
nan,小仕込,17
DPPH,ラジカル,17
乳酸菌,麹菌,17
nan,果実酒,17
nan,項目,17
国際化,輸出,17
発酵食品,酵母,17
nan,地方,17
ワイン,甲州,17
nan,フレーバー,17
耐性,酵母,17
and,香気成分,17
発酵,酒質,17
nan,企業,17
エチル,濃度,17
Fig,デンプン,17
nan,原酒,17
出芽酵母,遺伝子,17
本格焼酎,焼酎,17
nan,日本酒業界,17
nan,メイラード反応,17
nan,ミトコンドリア,17
乳酸菌,機能性,17
nan,最適化,17
and,遺伝子,17
大豆,醤油,17
ワイン,写真,17
エチル,黄酒,17
研究,醤油,17
amino,アミノ,17
研究,酵母,17
白酒,酵母,17
the,デンプン,17
DNA,PCR,17
amino,nan,17
分析,清酒,16
酸度,香気成分,16
ブランド,輸出,16
Microbiol,nan,16
nan,キシロース,16
nan,渡辺,16
代謝,酵母,16
本記,須佐之男命,16
代謝,遺伝子,16
acid,酵母,16
カルバミン酸エチル,白酒,16
ICP-AES,nan,16
焼酎,酢酸,16
nan,筆者,16
nan,欧州,16
nan,ヨーロッパ,16
Fig,酵母,16
oryzae,清酒,16
天皇,須佐之男命,16
nan,本記,16
nan,領域,16
nan,秋田酒,16
nan,須佐之男命,16
nan,磯谷,16
濃度,焼酎,16
nan,カリウム,16
機能性食品,発酵,16
nan,度数,16
ーー,香気成分,16
ーー,酵母,16
デンプン,品種,16
nan,遊離アミノ酸,16
ーー,日本酒,16
Fig,培地,16
2015,nan,16
品種,栽培,16
検出,香気成分,16
中国,蒸留酒,16
ーー,清酒,16
nan,形成,16
アミラーゼ,活性,16
nan,temperature,16
nan,取得,16
cerevisiae,清酒酵母,16
OOOO,nan,16
nan,メチオニン,16
ワイナリー,ワイン,16
nan,京都,16
天皇,本記,16
nan,カドミウム,16
cells,nan,16
Fig,添加,16
halophilus,nan,16
レストラン,写真,16
luchuensis,nan,16
ethyl,香気成分,16
nan,タイ,16
nan,伊藤,16
発現,麹菌,16
nan,諸味,16
nan,rouxii,16
nan,業界,16
nan,ガス,16
nan,制御,16
nan,減圧蒸留,16
エチル,含量,16
文化,日本,16
ーー,焼酎,16
ppm,清酒,16
機能性,醤油,16
nan,ピルビン,16
古事記,本記,16
リンゴ,清酒,16
市場,消費者,16
日本書紀,本記,16
nan,低下,16
nan,ゴマ,16
Table,清酒,16
四川,貴州,16
nan,麦芽,16
nan,ビー,16
ビール,香気成分,16
nan,コシヒカリ,16
遺伝子,遺伝子発現,16
nan,バイオ,16
世界,海外,16
DNA,清酒酵母,16
健康,発酵,16
日本,食文化,16
発酵,白酒,16
nan,銘柄,16
分離,発酵,16
市場,日本,16
白米,精米歩合,16
the,上用,16
酵母,麹,16
サツマイモ,発酵,16
nan,高級アルコール,16
品質,焼酎,16
味噌,機能性,16
nan,with,16
nan,コントロール,16
日本,酒類,16
日本書紀,須佐之男命,16
古事記,須佐之男命,16
nan,教育,16
発酵,開発,16
レストラン,輸出,16
nan,type,16
遺伝子,配列,16
nan,酸化,16
nan,抗酸化作用,16
リンゴ,リンゴ酸,16
min,the,16
nan,色調,16
培地,酵母,16
日本酒,酒類,16
出品酒,審査,16
GC-MS,香気成分,16
nan,プライマー,16
タンパク,品種,16
nan,石川,16
清酒酵母,香気成分,16
nan,蛍光,16
nan,審査員,16
添加,清酒,16
nan,焼酎酵母,16
nan,アラニン,16
酒質,香気成分,16
nan,血圧,16
nan,アルギニン,16
Ethyl,エチル,16
官能評価,醤油,16
ワイン,清酒,16
nan,タンニン,16
レストラン,日本食,16
sake,試料,16
nan,鑑評会,15
nan,装置,15
nan,niger,15
カプロン酸エチル,酢酸イソアミル,15
日本,現地,15
nan,肝臓,15
nan,大会,15
日本酒,酒質,15
nan,ゲノム解析,15
nan,表現,15
strains,the,15
nan,メタノール,15
添加,生成,15
山田錦,酒米,15
乳酸菌,発酵食品,15
nan,確定,15
nan,特性,15
alcohol,the,15
ウイスキー,酒類,15
nan,合成,15
輸出,韓国,15
DNA,cerevisiae,15
グルタミン,醤油,15
ワイン,白酒中,15
and,エタノール,15
輸入,輸出,15
nan,脂質代謝,15
nan,plantarum,15
nan,破壊株,15
nan,食料,15
cell,nan,15
nan,前年比,15
日本酒,消費,15
nan,水溶液,15
日本酒,純米酒,15
nan,加熱,15
ゲノム,タンパク,15
官能評価,濃度,15
日本酒,現地,15
現地,輸出,15
中国白酒,訳者注,15
生成,酵母,15
サムライ,日本酒,15
nan,市場動向,15
nan,平均気温,15
アミノ,乳酸菌,15
ワイン,官能評価,15
nan,配合,15
nan,佐藤,15
the,精米歩合,15
the,乳酸菌,15
タンパク,育成,15
nan,応答,15
タンパク,解析,15
nan,増幅,15
nan,遺伝子破壊株,15
Ethyl,香気成分,15
濃度,発酵,15
プロテアーゼ,活性,15
nan,プラセボ,15
清酒酵母,発酵,15
清酒,遺伝子,15
nan,相互作用,15
nan,公開,15
山田錦,酒造好適米,15
nan,吸着,15
moromi,the,15
市場,輸出,15
影響,清酒,15
nan,水分,15
nan,酸濃度,15
品質管理,食品,15
rice,濃度,15
グルテリン,発酵,15
Fig,試料,15
nan,糸状菌,15
nan,サムライ,15
カプロン酸エチル,清酒,15
清酒,老香,15
nan,食事,15
タンパク,ビール,15
Isoamyl,nan,15
nan,イソアミル,15
and,添加,15
nan,澱粉,15
Table,酵母,15
nan,スピリッツ,15
SPME,nan,15
Fig,発酵,15
活性,製造方法,15
品質管理,醤油,15
nan,高粱,15
塩味,甘味,15
蒸留,蒸留酒,15
sweet,the,15
nan,発現量,15
nan,samples,15
nan,アミン,15
nan,醪,15
CFU,nan,15
四川,大曲,15
shochu,焼酎,15
the,測定,15
ラジカル,活性,15
サケ,輸出,15
国際化,日本,15
concentration,nan,15
メーカー,市場,15
nan,知識,15
Table,acid,15
活性炭,清酒,15
potato,the,15
カプロン,白酒,15
アミロース,デンプン,15
nan,総米,15
nan,存在,15
nan,酒造り,15
acid,rice,15
アミロペクチン,酵素消化性,15
nan,試験醸造,15
nan,誘導,15
nan,古酒,15
nan,人材育成,15
rice,精米,15
清酒,熟成,15
ブドウ,甲州,15
活性,遺伝子,15
nan,宴会,15
清酒,生成,15
nan,コハク,15
nan,髙峯,15
焼酎,醸造,15
中国,白酒,14
nan,嗜好性,14
nan,儀式,14
添加,発酵,14
and,分離,14
アルデヒド,官能評価,14
and,yeast,14
nan,pH,14
遺伝子発現,酵母,14
機能性,食品,14
nan,キッコーマン,14
清酒,酸度,14
リナロール,香気成分,14
デンプン,酵素消化性,14
乳酸菌,培養,14
nan,調理,14
官能評価,酒質,14
Saccharomyces,and,14
nan,残留農薬,14
nan,解説,14
for,the,14
2021,nan,14
日本酒,消費量,14
nan,酸生成,14
acid,アミノ酸,14
ビール,品種,14
ワイン,料理,14
日本酒,米国,14
Aspergillus,niger,14
味噌,大豆,14
活性炭,除去,14
アミノ,添加,14
清酒酵母,親株,14
日本酒,韓国,14
nan,採用,14
nan,脂肪酸,14
nan,プロバイオティクス,14
nan,濃香型白酒,14
nan,アルコール耐性,14
nan,推定,14
nan,日本ワイン,14
フェルラ,フェルラ酸,14
nan,応用,14
焼酎,韓国,14
品質管理,機能性,14
Table,sake,14
nan,酒造技術,14
タンパク,機能性,14
機能性,活性,14
nan,システイン,14
nan,トランスポーター,14
nan,社会,14
acid,発酵,14
白米,精米,14
the,活性,14
破壊株,遺伝子,14
lactic,nan,14
nan,クラフトビール,14
and,cerevisiae,14
nan,調製,14
ビール,発泡酒,14
2008,輸出,14
エチル,酒質,14
味噌,活性,14
nan,因子,14
清酒,麹,14
アミノ,活性,14
味噌,検討,14
ビール,白酒,14
acid,有機酸,14
発酵食品,食品,14
Chem,nan,14
清酒,輸出,14
brevis,nan,14
and,官能評価,14
Table,香気成分,14
acid,官能評価,14
ソムリエ,日本,14
DMTS,老香,14
乳酸,清酒,14
brevis,乳酸菌,14
nan,出穂後,14
the,相関,14
nan,発泡酒,14
nan,谷本,14
品質管理,製造方法,14
DMDS,清酒,14
サケ,日本,14
nan,測定値,14
検討,活性,14
有機酸,清酒,14
180,nan,14
サツマイモ,焼酎粕,14
nan,北海道,14
山東,白酒,14
nan,グルコシダーゼ,14
rice,原料米,14
日本,消費,14
nan,規則,14
醤油,食塩,14
nan,種類,14
nan,溶液,14
nan,イネ,14
MS,nan,14
nan,実施,14
nan,窖泥,14
nan,グルカン,14
官能評価,成分,14
品質管理,官能評価,14
nan,価値,14
製造方法,酵母,14
乳酸菌,日目,14
nan,ドライ,14
酵母,酸度,14
nan,講演,14
アミノ,発酵,14
nan,収穫,14
nan,ダマセノン,14
アメリカ,サケ,14
nan,subtilis,14
サツマイモ,原料,14
nan,農家,14
味噌,解析,14
Bacillus,白酒,14
the,エタノール,14
酵素活性,麹菌,14
甘藷焼酎,麹菌,14
amino,the,14
min,香気成分,14
nan,抽出,14
nan,参加者,14
nan,後味,14
研究,遺伝子,14
nan,醸酒科技,14
カプロン,酒質,14
中国,酒類,14
nan,醸造所,14
nan,大麦,14
濃度,芋焼酎,14
2008,日本酒,14
ワイン,産地,14
Ethyl,Isoamyl,14
アミノ,生成,14
歴史,醸造,14
ストレス,遺伝子,14
nan,活性化,14
乳酸発酵,乳酸菌,14
nan,低減,14
nan,周年,14
nan,導入,14
MRS,nan,14
acid,lactic,14
乳酸,酵母,14
acetate,nan,14
アミノ,酸度,14
ブドウ,ワイナリー,14
ワイン,日本ワイン,14
nan,揮発成分,14
and,min,14
nan,糊化温度,14
日本酒,酵母,14
nan,現代,14
Saccharomyces,発酵,14
nan,大手,14
nan,自貢,14
カプロン酸エチル,酒質,14
大曲,黄酒,14
nan,特許,14
タンパク,プロテアーゼ,14
nan,メイラード,14
Sake,日本酒,14
nan,アンケート,14
分析,試料,14
日本,輸入,14
白酒,酢酸,14
acid,amino,14
potato,shochu,14
諸味,醤油,14
nan,ブラジル,14
potato,sweet,14
plantarum,乳酸菌,14
MRS,乳酸菌,14
耐性,遺伝子,14
nan,タンク,14
機能性,発酵,13
nan,wine,13
nan,ポリスルフィド,13
検出,発酵,13
ペプチド,発酵,13
検出,清酒,13
ビール,日本,13
要旨,醸造,13
発酵,結果,13
培養,生産,13
四川,自貢,13
nan,関係,13
品質,清酒,13
nan,醸造酢,13
the,サツマイモ,13
メーカー,消費者,13
微生物,研究,13
nan,細胞膜,13
nan,河野,13
ポリスルフィド,清酒,13
ワイン,貴州,13
白酒,醸造,13
nan,結合,13
and,生産,13
nan,後藤,13
rice,酒造用原料米,13
the,蒸留,13
カプロン,四川,13
DNA,Saccharomyces,13
nan,初発,13
味噌,製造方法,13
海外,現地,13
機能性食品,醤油,13
海外,消費,13
ペプチド,清酒,13
品種,香気成分,13
GABA,乳酸菌,13
サムライ,輸出,13
acid,乳酸,13
エチル,カルバミン酸エチル,13
アフラトキシン,麹菌,13
タンパク質,発酵,13
USA,nan,13
nan,奥津,13
nan,マルトース,13
nan,volatile,13
微生物,機能性,13
nan,官能検査,13
教育,日本酒,13
要旨,訳者注,13
nan,総説,13
nan,総酸,13
育種,酵母,13
DMTS,官能評価,13
nan,判別,13
nan,甘酒,13
玉置,髙峯,13
nan,乾杯,13
sake,上用,13
審査,審査員,13
nan,酪酸,13
K-901,酵母,13
nan,クロ,13
技術,醸造,13
nan,変換,13
nan,評価用語,13
