src,dst,weight
oryzae,酵素,26
官能評価,酒質,26
the,麹,26
ワイン,添加,26
ppm,生成,26
活性,製造方法,26
アミノ酸,清酒,26
oryzae,生産,25
エステル,ビール,25
ワイン,含量,25
was,発酵,25
nan,酢酸,25
the,山田錦,25
清酒,研究,25
中国,白酒,25
分析,試料,25
グルコース,活性,25
and,変異株,25
技術,醸造,25
nan,含量,25
生産,発現,25
場合,昭和,25
製麹,醤油,25
変異株,育種,25
清酒,親株,25
ワイン,酒類,25
酒質,香気成分,25
プロテアーゼ,味噌,25
エチル,焼酎,25
発酵,遺伝子,25
nan,商品,25
タンパク,醤油,25
sake,濃度,25
rice,山田錦,25
清酒,酒造好適米,25
培養,発酵,25
清酒,貯蔵,25
ビール,香気成分,25
acid,sake,25
吟醸酒,精米歩合,25
酵母,食塩,25
nan,官能評価,25
the,清酒醸造,25
原料米,酵母,25
蒸米,麹菌,25
was,活性,25
酒母,酒質,24
製麹,酵素活性,24
the,親株,24
成分,醤油,24
品質,清酒,24
白酒,要旨,24
nan,アミノ酸,24
含量,白酒,24
日本,酒類,24
分離,清酒酵母,24
nan,ブドウ,24
焼酎,酒質,24
ビール,写真,24
仕込,酒母,24
タンパク,ビール,24
oryzae,アミノ,24
官能評価,成分,24
機能性,醤油,24
アミノ酸,発酵,24
山田錦,清酒,24
中国,発酵,24
白米,蒸米,24
吟醸酒,酵母,24
ppm,sake,24
原料米,白米,24
山田錦,精米歩合,24
Saccharomyces,the,24
and,エチル,24
デンプン,麹菌,24
Tabl,was,24
歴史,焼酎,24
the,貯蔵,24
and,酵素活性,24
タンパク,デンプン,23
and,アミラーゼ,23
分離,発酵,23
acid,培地,23
acid,官能評価,23
微生物,酵素,23
昭和,消費者,23
蒸米,製麹,23
清酒,製造方法,23
清酒,酒母,23
使用,場合,23
ppm,添加,23
製造方法,醤油,23
日本酒,酒類,23
the,麹菌,23
アルコール,発酵,23
nan,活性,23
日本酒,歴史,23
rice,酒造好適米,23
acid,ppm,23
Fig,was,23
酒母,酸度,23
the,酢酸,23
濃度,発酵,23
nan,分析,23
Fig,濃度,23
the,タンパク,23
熟成,貯蔵,23
活性,親株,23
発現,解析,23
nan,貯蔵,23
仕込,発酵,23
デンプン,品種,23
日本酒,酒質,23
oryzae,発現,23
sake,試料,23
ワイン,発酵,23
ウイスキー,焼酎,23
伝統,日本酒,23
was,濃度,23
and,育種,23
the,分析,23
昭和,醸造,23
Aspergillus,and,23
精米歩合,酵母,23
発酵,麹菌,23
乳酸菌,清酒,23
デンプン,蒸米,23
rice,品種,22
味噌,遺伝子,22
nan,麹,22
品質,昭和,22
cerevisiae,分離,22
要旨,黄酒,22
含量,香気成分,22
発酵,酒質,22
oryzae,プロテアーゼ,22
ビール,成分,22
成分,清酒,22
検出,香気成分,22
発酵,研究,22
培養,麹菌,22
発酵,酒類,22
使用,酵母,22
the,乳酸,22
親株,遺伝子,22
歴史,醸造,22
アルコール,清酒,22
sake,白米,22
Tabl,酸度,22
タンパク,酵素,22
タンパク,酒造好適米,22
and,アミノ酸,22
rice,酵母,22
タンパク,生産,22
グルコース,濃度,22
the,製麹,22
nan,プロテアーゼ,22
エチル,濃度,22
歴史,発酵,22
醤油,醸造,22
仕込,蒸米,22
アミノ,官能評価,22
and,麹菌,22
仕込,醤油,22
rice,試料,22
アミラーゼ,グルコース,22
nan,使用,22
cerevisiae,the,22
the,含量,22
ビール,生成,21
酵素,麹,21
酵素,醤油,21
タンパク,機能性,21
the,カプロン,21
分離,変異株,21
味噌,清酒,21
含量,酵母,21
濃度,焼酎,21
and,ビール,21
原料,酵母,21
機能性,活性,21
乳酸菌,食塩,21
エステル,生成,21
nan,酸度,21
培養,生産,21
acid,アミノ酸,21
原料米,蒸米,21
品種,酵母,21
乳酸,清酒,21
日本,醤油,21
培地,生産,21
技術,研究,21
吟醸酒,酸度,21
酒類,酵母,21
使用,清酒,21
乳酸菌,遺伝子,21
ppm,香気成分,21
温度,酵母,21
アミラーゼ,発現,21
Fig,酵母,21
oryzae,解析,21
rice,発酵,21
酵素活性,麹,21
仕込,生成,21
cerevisiae,発酵,21
微生物,機能性,21
清酒酵母,発酵,21
nan,輸出,21
acid,発酵,21
清酒酵母,酢酸,21
Fig,乳酸菌,21
吟醸酒,香気成分,21
デンプン,遺伝子,21
乳酸菌,食品,21
原料,麹菌,21
測定,酵母,21
oryzae,製造方法,21
食品,麹菌,21
and,熟成,21
乳酸菌,仕込,20
ビール,商品,20
品種,昭和,20
nan,酒母,20
山田錦,蒸米,20
熟成,酵母,20
昭和,食品,20
and,oryzae,20
nan,育種,20
グルタミン,発酵,20
DNA,cerevisiae,20
清酒,生産,20
リンゴ,分離,20
白米,酒造好適米,20
親株,香気成分,20
ビール,活性,20
acid,rice,20
ビール,品種,20
the,培養,20
味噌,酵素,20
acid,was,20
アミノ,熟成,20
原料,酒類,20
nan,ウイスキー,20
乳酸菌,培養,20
原料,醸造,20
熟成,生成,20
Tabl,官能評価,20
ワイン,遺伝子,20
市場,酒類,20
昭和,酒質,20
Fig,試料,20
and,培養,20
含量,品種,20
DNA,分離,20
cerevisiae,清酒酵母,20
酒造好適米,酵母,20
ビール,乳酸菌,20
and,白米,20
生成,醤油,20
ビール,市場,20
培地,酢酸,20
nan,清酒酵母,20
市場,昭和,20
タンパク,原料米,20
焼酎,麹菌,20
醸造,香気成分,20
rice,デンプン,20
生産,発酵,20
アミノ,酒質,20
タンパク,山田錦,20
DNA,育種,20
and,酸度,20
原料,品質,20
消費者,食品,20
リンゴ,親株,20
タンパク,解析,20
官能評価,試料,20
プロテアーゼ,製麹,20
焼酎,酢酸,20
原料,味噌,20
ビール,官能評価,20
変異株,遺伝子,20
製麹,酵母,19
the,プロテアーゼ,19
焼酎,醸造,19
ppm,酢酸,19
プロテアーゼ,麹,19
カプロン,官能評価,19
ワイン,黄酒,19
Fig,香気成分,19
原料,開発,19
Fig,焼酎,19
培地,育種,19
アミノ,原料米,19
消費者,酒類,19
成分,麹菌,19
DNA,Saccharomyces,19
精米歩合,酒造好適米,19
DNA,解析,19
仕込,熟成,19
sake,分離,19
仕込,酒質,19
ワイン,分離,19
濃度,試料,19
品種,醸造,19
品質,消費者,19
エチル,成分,19
アミノ,含量,19
中国,歴史,19
acid,乳酸,19
機能性,研究,19
the,リンゴ,19
乳酸菌,酒母,19
アミノ,食塩,19
発酵,酸度,19
写真,輸出,19
アミノ,清酒酵母,19
rice,酵素活性,19
日本酒,発酵,19
昭和,麹菌,19
nan,精米歩合,19
味噌,生育,19
平成,日本酒,19
rice,酸度,19
ブドウ,醸造,19
グルタミン,味噌,19
was,香気成分,19
成分,酵母,19
味噌,香気成分,19
中国,焼酎,19
アミラーゼ,蒸米,19
焼酎,輸出,19
アミノ,麹,19
山田錦,酵母,19
ppm,エチル,19
品質,焼酎,19
官能評価,発酵,19
nan,品質管理,19
活性,焼酎,19
エステル,カプロン,19
ppm,官能評価,19
熟成,麹菌,19
グルコース,清酒,19
培地,活性,19
中国,原料,19
測定,濃度,19
活性,醸造,18
the,酒造好適米,18
Fig,デンプン,18
DNA,親株,18
アミノ,変異株,18
sake,エチル,18
sake,原料米,18
分離,生育,18
カプロン,白酒,18
清酒,醤油,18
分離,香気成分,18
エチル,含量,18
品質管理,醤油,18
アミラーゼ,製造方法,18
研究,食品,18
ビール,平成,18
原料,品種,18
ウイスキー,昭和,18
乳酸,生成,18
the,成分,18
rice,濃度,18
品質管理,官能評価,18
and,生育,18
日本,醸造,18
市場,輸出,18
ビール,中国,18
発酵,白酒,18
白酒,酵母,18
ワイン,清酒酵母,18
and,発現,18
DNA,検出,18
分析,酵母,18
カプロン,吟醸酒,18
ビール,場合,18
nan,熟成,18
acid,生成,18
原料米,山田錦,18
Fig,培地,18
醤油,麹,18
アミノ酸,生成,18
分析,成分,18
ビール,白酒,18
官能評価,醤油,18
健康,酵母,18
nan,アルコール,18
味噌,研究,18
発現,発酵,18
味噌,影響,18
アルコール,酸度,18
原料米,麹菌,18
日本酒,酵母,18
ビール,原料,18
技術,昭和,18
製麹,麹,18
仕込,添加,18
乳酸菌,検出,18
nan,蒸留,18
デンプン,活性,18
中国,醸造,18
蒸米,酒母,18
機能性,発酵,18
品種,精米歩合,18
アミノ酸,香気成分,18
was,酸度,18
エステル,発酵,18
nan,酒造好適米,18
the,品種,18
タンパク,精米歩合,18
sake,貯蔵,18
nan,測定,18
and,グルタミン,18
Saccharomyces,清酒酵母,18
Fig,添加,18
ワイン,熟成,18
使用,原料,17
nan,原料米,17
and,影響,17
エチル,生成,17
官能評価,食品,17
清酒,温度,17
was,培地,17
伝統,歴史,17
原料,微生物,17
アミノ,蒸米,17
培地,生成,17
仕込,原料,17
精米歩合,試料,17
原料,製麹,17
nan,場合,17
清酒,輸出,17
培地,発酵,17
原料,蒸留,17
昭和,開発,17
育種,香気成分,17
焼酎,麹,17
DNA,麹菌,17
白米,試料,17
アミノ,成分,17
and,含量,17
nan,品種,17
アミノ,機能性,17
タンパク,ワイン,17
原料,日本,17
健康,発酵,17
原料米,麹,17
デンプン,清酒醸造,17
タンパク,醸造,17
焼酎,製造方法,17
DNA,the,17
品種,焼酎,17
nan,蒸米,17
sake,仕込,17
乳酸菌,生産,17
アミラーゼ,製麹,17
乳酸菌,酸度,17
品質管理,食品,17
発酵,開発,17
DNA,発酵,17
仕込,白米,17
原料,香気成分,17
原料米,吟醸酒,17
ppm,アミノ,17
Tabl,ppm,17
遺伝子,醸造,17
活性,発酵,17
nan,市場,17
活性,発現,17
原料,昭和,17
タンパク,製造方法,17
品質,市場,17
親株,酢酸,17
グルタミン,活性,17
原料,麹,17
DNA,タンパク,17
and,検出,17
Fig,アミノ,17
原料米,酒質,17
酢酸,酸度,17
仕込,酸度,17
清酒酵母,酸度,17
原料米,酒造好適米,17
仕込,焼酎,17
エチル,黄酒,17
the,検出,17
熟成,醤油,17
and,精米歩合,17
清酒醸造,蒸米,17
sake,香気成分,17
官能評価,熟成,17
原料米,品種,17
エステル,官能評価,16
デンプン,清酒,16
エチル,酒質,16
分析,測定,16
ビール,使用,16
プロテアーゼ,遺伝子,16
プロテアーゼ,醤油,16
rice,アミラーゼ,16
清酒酵母,酒質,16
the,蒸留,16
ppm,was,16
acid,ワイン,16
昭和,酒類,16
蒸米,酒質,16
sake,親株,16
品種,酒質,16
ppm,rice,16
ビール,消費者,16
rice,タンパク,16
ppm,カプロン,16
培地,香気成分,16
カプロン,酒質,16
rice,アミノ,16
グルタミン,乳酸菌,16
アミノ,酒母,16
アミラーゼ,麹,16
添加,酢酸,16
Tabl,活性,16
分析,香気成分,16
エステル,含量,16
and,プロテアーゼ,16
ppm,濃度,16
ーー,香気成分,16
ーー,酵母,16
吟醸酒,市場,16
品種,遺伝子,16
プロテアーゼ,清酒,16
Fig,発酵,16
nan,カプロン,16
品種,香気成分,16
品種,清酒,16
消費者,酒質,16
写真,昭和,16
プロテアーゼ,酵素,16
清酒酵母,酒母,16
味噌,製造方法,16
ワイン,原料,16
吟醸酒,品質,16
味噌,官能評価,16
味噌,成分,16
平成,開発,16
蒸留,香気成分,16
Tabl,分離,16
濃度,酸度,16
and,仕込,16
ーー,清酒,16
機能性,製造方法,16
原料,製造方法,16
清酒,酵素,16
rice,活性,16
nan,白米,16
熟成,香気成分,16
生成,麹,16
発酵,蒸留,16
食塩,麹菌,16
アミノ,濃度,16
ーー,焼酎,16
培地,添加,16
アミノ,親株,16
ーー,日本酒,16
仕込,場合,16
味噌,培地,16
官能評価,酵素活性,16
ブドウ,日本,16
rice,官能評価,16
生育,麹菌,16
焼酎,遺伝子,16
微生物,解析,16
Aspergillus,タンパク,16
検出,発酵,16
場合,添加,16
the,ブドウ,16
微生物,活性,16
仕込,官能評価,16
原料,活性,16
生産,酵素,16
清酒酵母,生成,16
検出,清酒,16
グルコース,麹菌,16
the,酒母,16
was,官能評価,16
乳酸菌,活性,16
変異株,活性,16
アミラーゼ,測定,16
デンプン,原料米,16
cerevisiae,香気成分,15
the,グルタミン,15
アミノ,仕込,15
昭和,貯蔵,15
蒸留,貯蔵,15
oryzae,醸造,15
nan,温度,15
清酒,育種,15
添加,酸度,15
アミノ酸,酸度,15
アミノ,酵素活性,15
乳酸菌,官能評価,15
ppm,試料,15
Fig,酸度,15
精米歩合,酒質,15
グルタミン,麹菌,15
場合,焼酎,15
was,アミノ,15
oryzae,the,15
品種,麹菌,15
the,温度,15
アミノ酸,活性,15
タンパク,乳酸菌,15
Aspergillus,酵素活性,15
rice,仕込,15
影響,活性,15
昭和,熟成,15
日本,発酵,15
精米歩合,酒母,15
培地,清酒,15
ウイスキー,ワイン,15
乳酸菌,麹,15
rice,麹,15
the,熟成,15
中国,写真,15
アミラーゼ,発酵,15
ppm,発酵,15
ブドウ,昭和,15
乳酸,酸度,15
グルタミン,酵母,15
リンゴ,乳酸,15
sake,添加,15
デンプン,山田錦,15
含量,清酒,15
Saccharomyces,香気成分,15
アミラーゼ,品種,15
活性,蒸米,15
カプロン,生成,15
商品,酒質,15
ワイン,商品,15
oryzae,発酵,15
味噌,品質,15
醸造,麹,15
DNA,活性,15
日本酒,研究,15
タンパク,食品,15
酢酸,醸造,15
品質管理,機能性,15
測定,白米,15
製麹,遺伝子,15
写真,酵母,15
製麹,酵素,15
タンパク,白米,15
アルコール,酢酸,15
乳酸菌,解析,15
遺伝子,香気成分,15
DNA,乳酸菌,15
味噌,場合,15
Tabl,香気成分,15
oryzae,微生物,15
生育,発酵,15
タンパク,焼酎,15
アミノ,アミラーゼ,15
DNA,ワイン,15
成分,焼酎,15
DNA,ビール,15
Tabl,白米,15
was,測定,15
and,醤油,15
nan,写真,15
Saccharomyces,発酵,15
場合,香気成分,15
nan,アミラーゼ,15
官能評価,生成,15
山田錦,麹菌,15
ビール,研究,15
DNA,香気成分,15
タンパク,味噌,15
味噌,親株,15
仕込,麹菌,15
rice,清酒醸造,15
味噌,解析,15
清酒醸造,酒質,15
アミノ,影響,15
nan,機能性,15
吟醸酒,商品,15
カプロン,清酒酵母,15
the,醸造,15
アミノ,ビール,15
乳酸,添加,14
and,酒質,14
写真,醸造,14
DNA,発現,14
清酒醸造,精米歩合,14
アミノ酸,味噌,14
研究,解析,14
温度,発酵,14
品質,研究,14
活性,解析,14
醤油,香気成分,14
アミラーゼ,醸造,14
リンゴ,生成,14
リンゴ,発酵,14
原料,酵素,14
and,カプロン,14
焼酎,生成,14
原料,場合,14
品質管理,製造方法,14
エステル,清酒,14
中国,麹,14
日本,酵母,14
白酒,醸造,14
吟醸酒,酒母,14
Fig,官能評価,14
平成,研究,14
ワイン,使用,14
nan,生産,14
品質,麹菌,14
sake,培地,14
焼酎,白酒,14
乳酸菌,熟成,14
原料,機能性,14
the,アルコール,14
培地,麹菌,14
原料米,昭和,14
技術,日本酒,14
the,場合,14
sake,精米歩合,14
アミラーゼ,生成,14
研究,酒類,14
タンパク,蒸米,14
日本酒,麹菌,14
グルコース,清酒酵母,14
使用,酸度,14
発酵,酢酸,14
品質,日本,14
and,酵素,14
グルタミン,タンパク,14
was,アミラーゼ,14
生育,食塩,14
the,変異株,14
アミノ酸,酒質,14
原料米,活性,14
清酒酵母,発現,14
品種,発酵,14
アミノ,製造方法,14
含量,麹菌,14
品質管理,清酒,14
エチル,吟醸酒,14
味噌,濃度,14
白米,酸度,14
acid,添加,14
ワイン,蒸留,14
写真,市場,14
変異株,清酒,14
味噌,開発,14
山田錦,活性,14
Aspergillus,the,14
中国,酒類,14
乳酸,発酵,14
and,品質,14
デンプン,発酵,14
製造方法,酒類,14
品種,清酒醸造,14
味噌,生産,14
仕込,濃度,14
活性,酒造好適米,14
タンパク,添加,14
使用,発酵,14
ビール,健康,14
デンプン,焼酎,14
品種,活性,14
品質,醤油,14
場合,消費者,14
添加,醤油,14
acid,リンゴ,14
アルコール,香気成分,14
was,生成,14
アルコール,焼酎,14
ワイン,研究,14
仕込,食塩,14
白酒,酢酸,14
機能性,開発,14
活性,試料,14
oryzae,麹,14
山田錦,白米,14
グルコース,酢酸,14
開発,麹菌,14
要旨,醸造,13
Fig,エチル,13
生成,麹菌,13
エステル,焼酎,13
エステル,熟成,13
遺伝子,酢酸,13
清酒,発現,13
醸造,黄酒,13
oryzae,品種,13
焼酎,貯蔵,13
品質,温度,13
平成,酒質,13
乳酸菌,成分,13
変異株,生育,13
ワイン,品質,13
エステル,黄酒,13
発酵,親株,13
醤油,開発,13
ワイン,吟醸酒,13
酵母,酵素活性,13
Tabl,酵素活性,13
アミノ酸,タンパク,13
品質管理,醸造,13
and,清酒醸造,13
吟醸酒,官能評価,13
乳酸菌,香気成分,13
乳酸菌,研究,13
品質管理,麹菌,13
nan,清酒醸造,13
oryzae,乳酸菌,13
平成,酵母,13
Tabl,試料,13
the,ビール,13
官能評価,影響,13
仕込,醸造,13
健康,食品,13
デンプン,含量,13
was,麹,13
品質管理,酵母,13
場合,濃度,13
生成,親株,13
濃度,酢酸,13
仕込,麹,13
nan,成分,13
アミノ,アルコール,13
影響,麹,13
生成,育種,13
acid,清酒酵母,13
活性,濃度,13
エステル,成分,13
エチル,清酒酵母,13
